33:18	0.0136
38:18	0.0014
39:18	0.0012
36:18	0.0035
37:18	9.0E-4
42:18	5.0E-4
43:18	6.0E-4
40:18	5.0E-4
41:18	5.0E-4
46:18	0.0203
47:18	0.011
44:18	0.0398
45:18	0.0101
50:18	0.0018
49:18	8.0E-4
48:18	0.0086
55:18	0.0127
54:18	6.0E-4
53:18	5.0E-4
52:18	0.0127
59:18	4.0E-4
58:18	0.0524
57:18	0.0264
56:18	0.0045
63:18	0.0011
62:18	8.0E-4
61:18	5.0E-4
60:18	9.0E-4
68:18	0.0041
70:18	7.0E-4
71:18	0.0052
64:18	3.0E-4
65:18	5.0E-4
66:18	5.0E-4
67:18	0.0013
76:18	0.0093
77:18	0.041
78:18	0.0144
79:18	0.0138
72:18	6.0E-4
73:18	0.0023
74:18	0.0011
75:18	8.0E-4
85:18	5.0E-4
84:18	0.0069
87:18	4.0E-4
86:18	5.0E-4
81:18	0.0037
80:18	0.0012
83:18	0.0637
82:18	7.0E-4
93:18	6.0E-4
92:18	3.0E-4
95:18	0.0024
94:18	9.0E-4
89:18	0.0025
88:18	0.0022
91:18	8.0E-4
90:18	0.0028
100:18	3.0E-4
98:18	4.0E-4
99:18	4.0E-4
96:18	0.0012
97:18	0.0283
1:19	0.0069
3:19	0.0103
5:19	0.0055
6:19	0.0048
7:19	0.0048
8:19	0.0141
9:19	0.0038
10:19	0.0045
12:19	0.0082
15:19	0.0041
17:19	0.0154
16:19	0.0113
19:19	0.185
18:19	0.0237
21:19	0.0065
23:19	0.0058
25:19	0.0062
24:19	0.01
27:19	0.0051
26:19	0.0151
29:19	0.01
28:19	0.0405
31:19	0.0062
30:19	0.1033
35:19	0.0079
32:19	0.0096
33:19	0.0062
38:19	0.0038
39:19	0.0048
36:19	0.0089
41:19	0.0045
46:19	0.0113
47:19	0.0189
44:19	0.0302
45:19	0.0148
50:19	0.0096
48:19	0.0117
55:19	0.0172
52:19	0.0082
58:19	0.036
57:19	0.0148
56:19	0.0051
63:19	0.0079
62:19	0.0038
60:19	0.0045
68:19	0.0058
71:19	0.0082
64:19	0.0038
66:19	0.0041
67:19	0.0041
76:19	0.0113
77:19	0.0319
78:19	0.0137
79:19	0.0117
73:19	0.0096
84:19	0.013
81:19	0.0086
80:19	0.0041
83:19	0.0457
82:19	0.0045
95:19	0.0051
89:19	0.012
88:19	0.0048
91:19	0.0038
90:19	0.011
100:19	0.0045
96:19	0.0079
97:19	0.0199
68:20	0.0305
1:20	0.024
71:20	0.0283
36:20	0.0283
97:20	0.0436
76:20	0.0283
8:20	0.024
77:20	0.0458
17:20	0.024
84:20	0.0305
48:20	0.024
18:20	0.024
20:20	0.2527
83:20	0.0261
52:20	0.0283
58:20	0.0305
24:20	0.024
27:20	0.024
56:20	0.024
26:20	0.0261
63:20	0.0261
28:20	0.0697
30:20	0.1133
1:21	0.0089
71:21	0.0137
3:21	0.0153
76:21	0.0113
8:21	0.0298
77:21	0.0298
78:21	0.0145
79:21	0.0137
17:21	0.0202
84:21	0.0113
16:21	0.0153
19:21	0.0153
18:21	0.0371
21:21	0.1758
83:21	0.0565
25:21	0.0089
24:21	0.0145
95:21	0.0145
26:21	0.0185
29:21	0.0153
89:21	0.0097
28:21	0.0452
30:21	0.1161
90:21	0.0105
35:21	0.0097
32:21	0.0113
33:21	0.0097
36:21	0.0137
97:21	0.0379
46:21	0.0129
47:21	0.0161
44:21	0.0411
45:21	0.0226
48:21	0.0105
55:21	0.0137
52:21	0.0218
58:21	0.0347
57:21	0.0226
3:22	0.0144
33:22	0.0144
97:22	0.0419
8:22	0.0393
77:22	0.0328
79:22	0.0157
46:22	0.0144
47:22	0.0157
44:22	0.0262
45:22	0.0144
17:22	0.0315
84:22	0.0157
18:22	0.0236
55:22	0.0197
83:22	0.0459
22:22	0.2661
52:22	0.0262
58:22	0.021
26:22	0.055
56:22	0.017
89:22	0.0183
28:22	0.055
30:22	0.1756
1:23	0.0069
2:23	0.0034
3:23	0.006
5:23	0.0066
6:23	0.0037
7:23	0.0032
8:23	0.0115
10:23	0.0037
12:23	0.0066
15:23	0.0034
17:23	0.0112
16:23	0.0106
19:23	0.0049
18:23	0.0178
23:23	0.1767
25:23	0.0052
24:23	0.0112
27:23	0.0149
26:23	0.0132
29:23	0.0055
28:23	0.1023
31:23	0.0046
30:23	0.0977
35:23	0.0187
32:23	0.0138
33:23	0.0124
36:23	0.0078
43:23	0.0032
46:23	0.0224
47:23	0.0089
44:23	0.0184
45:23	0.0109
50:23	0.004
48:23	0.0299
55:23	0.0121
52:23	0.0075
58:23	0.0405
57:23	0.0109
56:23	0.0046
61:23	0.0037
60:23	0.0032
68:23	0.0095
69:23	0.0037
71:23	0.0052
76:23	0.0264
77:23	0.0411
78:23	0.0175
79:23	0.0075
72:23	0.0032
73:23	0.0086
84:23	0.0236
81:23	0.0066
83:23	0.0276
92:23	0.0037
95:23	0.0037
94:23	0.0037
89:23	0.0069
88:23	0.006
91:23	0.006
90:23	0.006
100:23	0.0032
96:23	0.006
97:23	0.0106
1:24	0.0041
3:24	0.0056
5:24	0.0063
6:24	0.0047
7:24	0.0018
8:24	0.0139
9:24	0.0034
10:24	0.0021
12:24	0.0042
15:24	0.0024
17:24	0.0117
16:24	0.0284
19:24	0.0038
18:24	0.0292
21:24	0.0024
20:24	0.0014
23:24	0.0051
25:24	0.0034
24:24	0.1747
27:24	0.003
26:24	0.0173
29:24	0.0047
28:24	0.062
31:24	0.0033
30:24	0.0864
35:24	0.0068
32:24	0.0071
33:24	0.0178
38:24	0.0046
39:24	0.0035
36:24	0.0045
37:24	0.0026
42:24	0.0014
43:24	0.0016
40:24	0.0017
41:24	0.0046
46:24	0.0183
47:24	0.0101
44:24	0.0241
45:24	0.0122
50:24	0.0042
49:24	0.0021
48:24	0.0161
55:24	0.0178
54:24	0.0024
53:24	0.0031
52:24	0.0073
58:24	0.0546
57:24	0.0115
56:24	0.0033
63:24	0.0026
61:24	0.0017
60:24	0.0021
68:24	0.0067
69:24	0.0018
70:24	0.0014
71:24	0.003
64:24	0.0017
65:24	0.0024
66:24	0.0022
67:24	0.0059
76:24	0.0139
77:24	0.06
78:24	0.0202
79:24	0.0123
72:24	0.0017
73:24	0.0054
74:24	0.0018
75:24	0.0022
84:24	0.0143
87:24	0.0016
86:24	0.002
81:24	0.0042
80:24	0.0033
83:24	0.0506
82:24	0.0024
93:24	0.0026
92:24	0.0029
95:24	0.0047
94:24	0.002
89:24	0.0064
88:24	0.0043
91:24	0.0034
90:24	0.0056
100:24	0.0018
96:24	0.0028
97:24	0.0073
1:25	0.0036
3:25	0.0111
5:25	0.003
6:25	0.003
8:25	0.0221
12:25	0.0099
14:25	0.0022
17:25	0.0072
16:25	0.0088
19:25	0.0036
18:25	0.0352
21:25	0.0022
23:25	0.0036
25:25	0.2428
24:25	0.0052
27:25	0.0034
26:25	0.0078
29:25	0.004
28:25	0.043
30:25	0.1197
35:25	0.0038
32:25	0.007
33:25	0.0103
38:25	0.0024
39:25	0.0024
36:25	0.0119
37:25	0.0036
46:25	0.0095
47:25	0.0195
44:25	0.0267
45:25	0.0097
50:25	0.007
48:25	0.0113
55:25	0.0082
54:25	0.003
52:25	0.0105
58:25	0.035
57:25	0.0255
56:25	0.006
63:25	0.0036
62:25	0.0048
68:25	0.0066
71:25	0.0097
76:25	0.0203
77:25	0.0211
78:25	0.007
79:25	0.0175
73:25	0.007
74:25	0.0026
84:25	0.006
81:25	0.0056
80:25	0.0032
83:25	0.0525
82:25	0.0032
95:25	0.0044
89:25	0.0056
88:25	0.004
91:25	0.003
90:25	0.0097
99:25	0.0022
96:25	0.003
97:25	0.042
1:26	0.0017
2:26	6.0E-4
3:26	0.0034
4:26	7.0E-4
5:26	0.0044
6:26	0.0022
7:26	8.0E-4
8:26	0.0181
9:26	7.0E-4
10:26	0.0013
12:26	0.0015
15:26	8.0E-4
17:26	0.0463
16:26	0.0093
19:26	0.0023
18:26	0.0136
21:26	0.0012
20:26	6.0E-4
23:26	0.0024
22:26	0.0022
25:26	0.0021
24:26	0.007
27:26	0.0015
26:26	0.3108
29:26	0.0049
28:26	0.0693
31:26	8.0E-4
30:26	0.1812
35:26	0.0036
32:26	0.0059
33:26	0.0067
38:26	0.001
39:26	8.0E-4
36:26	0.0021
37:26	0.0013
42:26	8.0E-4
43:26	6.0E-4
40:26	0.002
41:26	0.0012
46:26	0.0111
47:26	0.0053
44:26	0.0143
45:26	0.0051
50:26	0.0018
49:26	8.0E-4
48:26	0.01
55:26	0.0123
53:26	0.0013
52:26	0.0078
59:26	0.0011
58:26	0.0401
57:26	0.004
56:26	0.006
63:26	0.001
61:26	0.001
60:26	0.0012
68:26	0.003
69:26	0.001
70:26	0.0011
71:26	0.0024
64:26	0.0013
65:26	6.0E-4
66:26	9.0E-4
67:26	0.0017
76:26	0.0069
77:26	0.0414
78:26	0.0135
79:26	0.0058
73:26	0.0024
74:26	0.0016
75:26	0.001
85:26	7.0E-4
84:26	0.0087
86:26	0.0017
81:26	0.0021
80:26	0.0014
83:26	0.0289
82:26	0.001
93:26	7.0E-4
92:26	0.001
95:26	0.001
94:26	0.001
89:26	0.0066
88:26	0.0015
91:26	0.0032
90:26	0.0019
100:26	8.0E-4
99:26	6.0E-4
96:26	0.0011
97:26	0.0095
1:27	0.0091
2:27	0.0064
3:27	0.0086
5:27	0.0118
6:27	0.0059
8:27	0.0171
12:27	0.007
14:27	0.0059
15:27	0.0064
17:27	0.0118
16:27	0.0102
19:27	0.008
18:27	0.0193
20:27	0.0059
23:27	0.0278
25:27	0.0091
24:27	0.0123
27:27	0.1461
26:27	0.015
29:27	0.0075
28:27	0.0808
30:27	0.0755
35:27	0.0145
32:27	0.0182
33:27	0.0171
36:27	0.0128
37:27	0.007
46:27	0.0155
47:27	0.0096
44:27	0.0161
45:27	0.0112
50:27	0.0064
49:27	0.0059
48:27	0.0257
55:27	0.0134
52:27	0.008
58:27	0.0396
57:27	0.0096
56:27	0.007
63:27	0.0064
68:27	0.015
69:27	0.0075
71:27	0.0091
76:27	0.03
77:27	0.038
78:27	0.0107
79:27	0.0086
73:27	0.0091
84:27	0.023
81:27	0.008
83:27	0.0257
92:27	0.0064
89:27	0.008
88:27	0.0096
91:27	0.0096
90:27	0.008
96:27	0.0086
97:27	0.0134
1:28	0.002
2:28	2.0E-4
3:28	0.0027
4:28	4.0E-4
5:28	0.0022
6:28	0.0013
7:28	2.0E-4
8:28	0.0174
9:28	2.0E-4
10:28	5.0E-4
11:28	2.0E-4
12:28	0.0018
13:28	3.0E-4
14:28	3.0E-4
15:28	6.0E-4
17:28	0.0104
16:28	0.0089
19:28	0.001
18:28	0.0246
21:28	5.0E-4
20:28	3.0E-4
23:28	0.0031
22:28	4.0E-4
25:28	0.0019
24:28	0.0042
27:28	0.0013
26:28	0.0115
29:28	0.0013
28:28	0.3495
31:28	6.0E-4
30:28	0.1877
34:28	2.0E-4
35:28	0.0046
32:28	0.0061
33:28	0.0131
38:28	0.001
